code,name,ticker,market,size_category,sector_33,sector_17
7181,かんぽ生命保険,7181.T,TSE Prime,TOPIX Mid400,保険業,金融（除く銀行）
7182,ゆうちょ銀行,7182.T,TSE Prime,TOPIX Large70,銀行業,銀行
7186,横浜フィナンシャルグループ,7186.T,TSE Prime,TOPIX Mid400,銀行業,銀行
7189,西日本フィナンシャルホールディングス,7189.T,TSE Prime,TOPIX Mid400,銀行業,銀行
7201,日産自動車,7201.T,TSE Prime,TOPIX Mid400,輸送用機器,自動車・輸送機
7202,いすゞ自動車,7202.T,TSE Prime,TOPIX Mid400,輸送用機器,自動車・輸送機
7203,トヨタ自動車,7203.T,TSE Prime,TOPIX Core30,輸送用機器,自動車・輸送機
7211,三菱自動車工業,7211.T,TSE Prime,TOPIX Mid400,輸送用機器,自動車・輸送機
7240,ＮＯＫ,7240.T,TSE Prime,TOPIX Mid400,輸送用機器,自動車・輸送機
7259,アイシン,7259.T,TSE Prime,TOPIX Mid400,輸送用機器,自動車・輸送機
7261,マツダ,7261.T,TSE Prime,TOPIX Mid400,輸送用機器,自動車・輸送機
7267,本田技研工業,7267.T,TSE Prime,TOPIX Core30,輸送用機器,自動車・輸送機
7269,スズキ,7269.T,TSE Prime,TOPIX Large70,輸送用機器,自動車・輸送機
7270,ＳＵＢＡＲＵ,7270.T,TSE Prime,TOPIX Large70,輸送用機器,自動車・輸送機
7272,ヤマハ発動機,7272.T,TSE Prime,TOPIX Mid400,輸送用機器,自動車・輸送機
7276,小糸製作所,7276.T,TSE Prime,TOPIX Mid400,電気機器,電機・精密
7282,豊田合成,7282.T,TSE Prime,TOPIX Mid400,輸送用機器,自動車・輸送機
7309,シマノ,7309.T,TSE Prime,TOPIX Large70,輸送用機器,自動車・輸送機
7313,テイ・エス　テック,7313.T,TSE Prime,TOPIX Mid400,輸送用機器,自動車・輸送機
7337,ひろぎんホールディングス,7337.T,TSE Prime,TOPIX Mid400,銀行業,銀行
7453,良品計画,7453.T,TSE Prime,TOPIX Mid400,小売業,小売
7458,第一興商,7458.T,TSE Prime,TOPIX Mid400,卸売業,商社・卸売
7459,メディパルホールディングス,7459.T,TSE Prime,TOPIX Mid400,卸売業,商社・卸売
7476,アズワン,7476.T,TSE Prime,TOPIX Mid400,卸売業,商社・卸売
7532,パン・パシフィック・インターナショナルホールディングス,7532.T,TSE Prime,TOPIX Mid400,小売業,小売
7550,ゼンショーホールディングス,7550.T,TSE Prime,TOPIX Mid400,小売業,小売
7616,コロワイド,7616.T,TSE Prime,TOPIX Mid400,小売業,小売
7649,スギホールディングス,7649.T,TSE Prime,TOPIX Mid400,小売業,小売
7701,島津製作所,7701.T,TSE Prime,TOPIX Mid400,精密機器,電機・精密
7729,東京精密,7729.T,TSE Prime,TOPIX Mid400,精密機器,電機・精密
7731,ニコン,7731.T,TSE Prime,TOPIX Mid400,精密機器,電機・精密
7733,オリンパス,7733.T,TSE Prime,TOPIX Large70,精密機器,電機・精密
7735,ＳＣＲＥＥＮホールディングス,7735.T,TSE Prime,TOPIX Mid400,電気機器,電機・精密
7741,ＨＯＹＡ,7741.T,TSE Prime,TOPIX Core30,精密機器,電機・精密
7747,朝日インテック,7747.T,TSE Prime,TOPIX Mid400,精密機器,電機・精密
7751,キヤノン,7751.T,TSE Prime,TOPIX Large70,電気機器,電機・精密
7752,リコー,7752.T,TSE Prime,TOPIX Mid400,電気機器,電機・精密
7832,バンダイナムコホールディングス,7832.T,TSE Prime,TOPIX Large70,その他製品,情報通信・サービスその他
7846,パイロットコーポレーション,7846.T,TSE Prime,TOPIX Mid400,その他製品,情報通信・サービスその他
7867,タカラトミー,7867.T,TSE Prime,TOPIX Mid400,その他製品,情報通信・サービスその他
7911,ＴＯＰＰＡＮホールディングス,7911.T,TSE Prime,TOPIX Mid400,その他製品,情報通信・サービスその他
7912,大日本印刷,7912.T,TSE Prime,TOPIX Mid400,その他製品,情報通信・サービスその他
7936,アシックス,7936.T,TSE Prime,TOPIX Large70,その他製品,情報通信・サービスその他
7951,ヤマハ,7951.T,TSE Prime,TOPIX Mid400,その他製品,情報通信・サービスその他
7956,ピジョン,7956.T,TSE Prime,TOPIX Mid400,その他製品,情報通信・サービスその他
7974,任天堂,7974.T,TSE Prime,TOPIX Core30,その他製品,情報通信・サービスその他
7984,コクヨ,7984.T,TSE Prime,TOPIX Mid400,その他製品,情報通信・サービスその他
7988,ニフコ,7988.T,TSE Prime,TOPIX Mid400,化学,素材・化学
8001,伊藤忠商事,8001.T,TSE Prime,TOPIX Core30,卸売業,商社・卸売
8002,丸紅,8002.T,TSE Prime,TOPIX Large70,卸売業,商社・卸売
8012,長瀬産業,8012.T,TSE Prime,TOPIX Mid400,卸売業,商社・卸売
8015,豊田通商,8015.T,TSE Prime,TOPIX Large70,卸売業,商社・卸売
8020,兼松,8020.T,TSE Prime,TOPIX Mid400,卸売業,商社・卸売
8031,三井物産,8031.T,TSE Prime,TOPIX Core30,卸売業,商社・卸売
8035,東京エレクトロン,8035.T,TSE Prime,TOPIX Core30,電気機器,電機・精密
8053,住友商事,8053.T,TSE Prime,TOPIX Large70,卸売業,商社・卸売
8056,ＢＩＰＲＯＧＹ,8056.T,TSE Prime,TOPIX Mid400,情報・通信業,情報通信・サービスその他
8058,三菱商事,8058.T,TSE Prime,TOPIX Core30,卸売業,商社・卸売
8060,キヤノンマーケティングジャパン,8060.T,TSE Prime,TOPIX Mid400,卸売業,商社・卸売
8086,ニプロ,8086.T,TSE Prime,TOPIX Mid400,精密機器,電機・精密
8088,岩谷産業,8088.T,TSE Prime,TOPIX Mid400,卸売業,商社・卸売
8111,ゴールドウイン,8111.T,TSE Prime,TOPIX Mid400,繊維製品,素材・化学
8113,ユニ・チャーム,8113.T,TSE Prime,TOPIX Large70,化学,素材・化学
8129,東邦ホールディングス,8129.T,TSE Prime,TOPIX Mid400,卸売業,商社・卸売
8136,サンリオ,8136.T,TSE Prime,TOPIX Mid400,卸売業,商社・卸売
8174,日本瓦斯,8174.T,TSE Prime,TOPIX Mid400,小売業,小売
8227,しまむら,8227.T,TSE Prime,TOPIX Mid400,小売業,小売
8233,高島屋,8233.T,TSE Prime,TOPIX Mid400,小売業,小売
8242,エイチ・ツー・オー　リテイリング,8242.T,TSE Prime,TOPIX Mid400,小売業,小売
8252,丸井グループ,8252.T,TSE Prime,TOPIX Mid400,小売業,小売
8253,クレディセゾン,8253.T,TSE Prime,TOPIX Mid400,その他金融業,金融（除く銀行）
8267,イオン,8267.T,TSE Prime,TOPIX Large70,小売業,小売
8282,ケーズホールディングス,8282.T,TSE Prime,TOPIX Mid400,小売業,小売
8283,ＰＡＬＴＡＣ,8283.T,TSE Prime,TOPIX Mid400,卸売業,商社・卸売
8303,ＳＢＩ新生銀行,8303.T,TSE Prime,TOPIX Mid400,銀行業,銀行
8304,あおぞら銀行,8304.T,TSE Prime,TOPIX Mid400,銀行業,銀行
8306,三菱ＵＦＪフィナンシャル・グループ,8306.T,TSE Prime,TOPIX Core30,銀行業,銀行
8308,りそなホールディングス,8308.T,TSE Prime,TOPIX Large70,銀行業,銀行
8309,三井住友トラストグループ,8309.T,TSE Prime,TOPIX Large70,銀行業,銀行
8316,三井住友フィナンシャルグループ,8316.T,TSE Prime,TOPIX Core30,銀行業,銀行
8331,千葉銀行,8331.T,TSE Prime,TOPIX Mid400,銀行業,銀行
8334,群馬銀行,8334.T,TSE Prime,TOPIX Mid400,銀行業,銀行
8341,七十七銀行,8341.T,TSE Prime,TOPIX Mid400,銀行業,銀行
8354,ふくおかフィナンシャルグループ,8354.T,TSE Prime,TOPIX Mid400,銀行業,銀行
8359,八十二長野銀行,8359.T,TSE Prime,TOPIX Mid400,銀行業,銀行
8377,ほくほくフィナンシャルグループ,8377.T,TSE Prime,TOPIX Mid400,銀行業,銀行
8410,セブン銀行,8410.T,TSE Prime,TOPIX Mid400,銀行業,銀行
8411,みずほフィナンシャルグループ,8411.T,TSE Prime,TOPIX Core30,銀行業,銀行
8418,山口フィナンシャルグループ,8418.T,TSE Prime,TOPIX Mid400,銀行業,銀行
8424,芙蓉総合リース,8424.T,TSE Prime,TOPIX Mid400,その他金融業,金融（除く銀行）
8439,東京センチュリー,8439.T,TSE Prime,TOPIX Mid400,その他金融業,金融（除く銀行）
8473,ＳＢＩホールディングス,8473.T,TSE Prime,TOPIX Mid400,証券、商品先物取引業,金融（除く銀行）
8570,イオンフィナンシャルサービス,8570.T,TSE Prime,TOPIX Mid400,その他金融業,金融（除く銀行）
8572,アコム,8572.T,TSE Prime,TOPIX Mid400,その他金融業,金融（除く銀行）
8591,オリックス,8591.T,TSE Prime,TOPIX Large70,その他金融業,金融（除く銀行）
8593,三菱ＨＣキャピタル,8593.T,TSE Prime,TOPIX Mid400,その他金融業,金融（除く銀行）
8595,ジャフコ　グループ,8595.T,TSE Prime,TOPIX Mid400,証券、商品先物取引業,金融（除く銀行）
8601,大和証券グループ本社,8601.T,TSE Prime,TOPIX Mid400,証券、商品先物取引業,金融（除く銀行）
8604,野村ホールディングス,8604.T,TSE Prime,TOPIX Large70,証券、商品先物取引業,金融（除く銀行）
8630,ＳＯＭＰＯホールディングス,8630.T,TSE Prime,TOPIX Large70,保険業,金融（除く銀行）
8697,日本取引所グループ,8697.T,TSE Prime,TOPIX Large70,その他金融業,金融（除く銀行）
8725,ＭＳ＆ＡＤインシュアランスグループホールディングス,8725.T,TSE Prime,TOPIX Large70,保険業,金融（除く銀行）
8729,ソニーフィナンシャルグループ,8729.T,TSE Prime,TOPIX Core30,保険業,金融（除く銀行）
8750,第一生命ホールディングス,8750.T,TSE Prime,TOPIX Large70,保険業,金融（除く銀行）
8766,東京海上ホールディングス,8766.T,TSE Prime,TOPIX Core30,保険業,金融（除く銀行）
8795,Ｔ＆Ｄホールディングス,8795.T,TSE Prime,TOPIX Mid400,保険業,金融（除く銀行）
8801,三井不動産,8801.T,TSE Prime,TOPIX Large70,不動産業,不動産
8802,三菱地所,8802.T,TSE Prime,TOPIX Large70,不動産業,不動産
8804,東京建物,8804.T,TSE Prime,TOPIX Mid400,不動産業,不動産
8830,住友不動産,8830.T,TSE Prime,TOPIX Large70,不動産業,不動産
8876,リログループ,8876.T,TSE Prime,TOPIX Mid400,サービス業,情報通信・サービスその他
9001,東武鉄道,9001.T,TSE Prime,TOPIX Mid400,陸運業,運輸・物流
9003,相鉄ホールディングス,9003.T,TSE Prime,TOPIX Mid400,陸運業,運輸・物流
9005,東急,9005.T,TSE Prime,TOPIX Mid400,陸運業,運輸・物流
9006,京浜急行電鉄,9006.T,TSE Prime,TOPIX Mid400,陸運業,運輸・物流
9007,小田急電鉄,9007.T,TSE Prime,TOPIX Mid400,陸運業,運輸・物流
9008,京王電鉄,9008.T,TSE Prime,TOPIX Mid400,陸運業,運輸・物流
9009,京成電鉄,9009.T,TSE Prime,TOPIX Mid400,陸運業,運輸・物流
9020,東日本旅客鉄道,9020.T,TSE Prime,TOPIX Large70,陸運業,運輸・物流
9021,西日本旅客鉄道,9021.T,TSE Prime,TOPIX Large70,陸運業,運輸・物流
9022,東海旅客鉄道,9022.T,TSE Prime,TOPIX Large70,陸運業,運輸・物流
9023,東京地下鉄,9023.T,TSE Prime,TOPIX Mid400,陸運業,運輸・物流
9024,西武ホールディングス,9024.T,TSE Prime,TOPIX Mid400,陸運業,運輸・物流
9031,西日本鉄道,9031.T,TSE Prime,TOPIX Mid400,陸運業,運輸・物流
9041,近鉄グループホールディングス,9041.T,TSE Prime,TOPIX Mid400,陸運業,運輸・物流
9042,阪急阪神ホールディングス,9042.T,TSE Prime,TOPIX Mid400,陸運業,運輸・物流
9044,南海電気鉄道,9044.T,TSE Prime,TOPIX Mid400,陸運業,運輸・物流
9045,京阪ホールディングス,9045.T,TSE Prime,TOPIX Mid400,陸運業,運輸・物流
9048,名古屋鉄道,9048.T,TSE Prime,TOPIX Mid400,陸運業,運輸・物流
9064,ヤマトホールディングス,9064.T,TSE Prime,TOPIX Mid400,陸運業,運輸・物流
9065,山九,9065.T,TSE Prime,TOPIX Mid400,陸運業,運輸・物流
9069,センコーグループホールディングス,9069.T,TSE Prime,TOPIX Mid400,陸運業,運輸・物流
9072,ニッコンホールディングス,9072.T,TSE Prime,TOPIX Mid400,陸運業,運輸・物流
9076,セイノーホールディングス,9076.T,TSE Prime,TOPIX Mid400,陸運業,運輸・物流
9101,日本郵船,9101.T,TSE Prime,TOPIX Large70,海運業,運輸・物流
9104,商船三井,9104.T,TSE Prime,TOPIX Large70,海運業,運輸・物流
9107,川崎汽船,9107.T,TSE Prime,TOPIX Mid400,海運業,運輸・物流
9142,九州旅客鉄道,9142.T,TSE Prime,TOPIX Mid400,陸運業,運輸・物流
9143,ＳＧホールディングス,9143.T,TSE Prime,TOPIX Mid400,陸運業,運輸・物流
9147,ＮＩＰＰＯＮ　ＥＸＰＲＥＳＳホールディングス,9147.T,TSE Prime,TOPIX Mid400,陸運業,運輸・物流
9201,日本航空,9201.T,TSE Prime,TOPIX Mid400,空運業,運輸・物流
9202,ＡＮＡホールディングス,9202.T,TSE Prime,TOPIX Large70,空運業,運輸・物流
9301,三菱倉庫,9301.T,TSE Prime,TOPIX Mid400,倉庫・運輸関連業,運輸・物流
9302,三井倉庫ホールディングス,9302.T,TSE Prime,TOPIX Mid400,倉庫・運輸関連業,運輸・物流
9364,上組,9364.T,TSE Prime,TOPIX Mid400,倉庫・運輸関連業,運輸・物流
9401,ＴＢＳホールディングス,9401.T,TSE Prime,TOPIX Mid400,情報・通信業,情報通信・サービスその他
9404,日本テレビホールディングス,9404.T,TSE Prime,TOPIX Mid400,情報・通信業,情報通信・サービスその他
9432,ＮＴＴ,9432.T,TSE Prime,TOPIX Core30,情報・通信業,情報通信・サービスその他
9433,ＫＤＤＩ,9433.T,TSE Prime,TOPIX Core30,情報・通信業,情報通信・サービスその他
9434,ソフトバンク,9434.T,TSE Prime,TOPIX Core30,情報・通信業,情報通信・サービスその他
9435,光通信,9435.T,TSE Prime,TOPIX Mid400,情報・通信業,情報通信・サービスその他
9449,ＧＭＯインターネットグループ,9449.T,TSE Prime,TOPIX Mid400,情報・通信業,情報通信・サービスその他
9468,ＫＡＤＯＫＡＷＡ,9468.T,TSE Prime,TOPIX Mid400,情報・通信業,情報通信・サービスその他
9501,東京電力ホールディングス,9501.T,TSE Prime,TOPIX Mid400,電気・ガス業,電力・ガス
9502,中部電力,9502.T,TSE Prime,TOPIX Mid400,電気・ガス業,電力・ガス
9503,関西電力,9503.T,TSE Prime,TOPIX Mid400,電気・ガス業,電力・ガス
9504,中国電力,9504.T,TSE Prime,TOPIX Mid400,電気・ガス業,電力・ガス
9505,北陸電力,9505.T,TSE Prime,TOPIX Mid400,電気・ガス業,電力・ガス
9506,東北電力,9506.T,TSE Prime,TOPIX Mid400,電気・ガス業,電力・ガス
9507,四国電力,9507.T,TSE Prime,TOPIX Mid400,電気・ガス業,電力・ガス
9508,九州電力,9508.T,TSE Prime,TOPIX Mid400,電気・ガス業,電力・ガス
9509,北海道電力,9509.T,TSE Prime,TOPIX Mid400,電気・ガス業,電力・ガス
9513,電源開発,9513.T,TSE Prime,TOPIX Mid400,電気・ガス業,電力・ガス
9531,東京瓦斯,9531.T,TSE Prime,TOPIX Mid400,電気・ガス業,電力・ガス
9532,大阪瓦斯,9532.T,TSE Prime,TOPIX Mid400,電気・ガス業,電力・ガス
9533,東邦瓦斯,9533.T,TSE Prime,TOPIX Mid400,電気・ガス業,電力・ガス
9602,東宝,9602.T,TSE Prime,TOPIX Mid400,情報・通信業,情報通信・サービスその他
9616,共立メンテナンス,9616.T,TSE Prime,TOPIX Mid400,サービス業,情報通信・サービスその他
9627,アインホールディングス,9627.T,TSE Prime,TOPIX Mid400,小売業,小売
9684,スクウェア・エニックス・ホールディングス,9684.T,TSE Prime,TOPIX Mid400,情報・通信業,情報通信・サービスその他
9697,カプコン,9697.T,TSE Prime,TOPIX Mid400,情報・通信業,情報通信・サービスその他
9706,日本空港ビルデング,9706.T,TSE Prime,TOPIX Mid400,不動産業,不動産
9719,ＳＣＳＫ,9719.T,TSE Prime,TOPIX Mid400,情報・通信業,情報通信・サービスその他
9735,セコム,9735.T,TSE Prime,TOPIX Large70,サービス業,情報通信・サービスその他
9744,メイテックグループホールディングス,9744.T,TSE Prime,TOPIX Mid400,サービス業,情報通信・サービスその他
9759,ＮＳＤ,9759.T,TSE Prime,TOPIX Mid400,情報・通信業,情報通信・サービスその他
9766,コナミグループ,9766.T,TSE Prime,TOPIX Mid400,情報・通信業,情報通信・サービスその他
9831,ヤマダホールディングス,9831.T,TSE Prime,TOPIX Mid400,小売業,小売
9843,ニトリホールディングス,9843.T,TSE Prime,TOPIX Mid400,小売業,小売
9861,吉野家ホールディングス,9861.T,TSE Prime,TOPIX Mid400,小売業,小売
9934,因幡電機産業,9934.T,TSE Prime,TOPIX Mid400,卸売業,商社・卸売
9962,ミスミグループ本社,9962.T,TSE Prime,TOPIX Mid400,卸売業,商社・卸売
9983,ファーストリテイリング,9983.T,TSE Prime,TOPIX Core30,小売業,小売
9984,ソフトバンクグループ,9984.T,TSE Prime,TOPIX Core30,情報・通信業,情報通信・サービスその他
9987,スズケン,9987.T,TSE Prime,TOPIX Mid400,卸売業,商社・卸売
9989,サンドラッグ,9989.T,TSE Prime,TOPIX Mid400,小売業,小売
1306,ＮＥＸＴ　ＦＵＮＤＳ　ＴＯＰＩＸ連動型上場投信,1306.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
1321,ＮＥＸＴ　ＦＵＮＤＳ　日経２２５連動型上場投信,1321.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
1308,上場インデックスファンドＴＯＰＩＸ,1308.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
1305,ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸ（年１回決算型）,1305.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
1330,上場インデックスファンド２２５,1330.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
1320,ｉＦｒｅｅＥＴＦ　日経２２５（年１回決算型）,1320.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
1348,ＭＡＸＩＳ　トピックス上場投信,1348.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
1346,ＭＡＸＩＳ　日経２２５上場投信,1346.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
1475,ｉシェアーズ・コア　ＴＯＰＩＸ　ＥＴＦ,1475.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
1591,ＮＥＸＴ　ＦＵＮＤＳ　ＪＰＸ日経インデックス４００連動型上場投信,1591.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
1540,純金上場信託（現物国内保管型）,1540.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
1329,ｉシェアーズ・コア　日経２２５　ＥＴＦ,1329.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
1593,ＭＡＸＩＳ　ＪＰＸ日経インデックス４００上場投信,1593.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
1473,Ｏｎｅ　ＥＴＦ　トピックス,1473.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
1557,Ｓｔａｔｅ　Ｓｔｒｅｅｔ　ＳＰＤＲ　Ｓ＆Ｐ　５００　ＥＴＦ,1557.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
1599,ｉＦｒｅｅＥＴＦ　ＪＰＸ日経４００,1599.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
1343,ＮＥＸＴ　ＦＵＮＤＳ　東証ＲＥＩＴ　指数連動型上場投信,1343.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
1369,Ｏｎｅ　ＥＴＦ　日経２２５,1369.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
1592,上場インデックスファンドＪＰＸ日経インデックス４００,1592.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
1489,ＮＥＸＴ　ＦＵＮＤＳ　日経平均高配当株５０指数連動型上場投信,1489.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
1364,ｉシェアーズ　ＪＰＸ日経４００　ＥＴＦ,1364.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
1476,ｉシェアーズ・コア　Ｊリート　ＥＴＦ,1476.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
1570,ＮＥＸＴ　ＦＵＮＤＳ　日経平均レバレッジ・インデックス連動型上場投信,1570.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
1474,Ｏｎｅ　ＥＴＦ　ＪＰＸ日経４００,1474.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
2524,ＮＺＡＭ　上場投信　ＴＯＰＩＸ,2524.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
1488,ｉＦｒｅｅＥＴＦ　東証ＲＥＩＴ指数,1488.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
1615,ＮＥＸＴ　ＦＵＮＤＳ　東証銀行業株価指数連動型上場投信,1615.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
1597,ＭＡＸＩＳ　Ｊリート上場投信,1597.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
1542,純銀上場信託（現物国内保管型）,1542.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
2510,ＮＥＸＴ　ＦＵＮＤＳ　国内債券・ＮＯＭＵＲＡ－ＢＰＩ総合連動型上場投信,2510.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
1577,ＮＥＸＴ　ＦＵＮＤＳ　野村日本株高配当７０連動型上場投信,1577.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
1345,上場インデックスファンドＪリート（東証ＲＥＩＴ指数）隔月分配型,1345.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
1595,ＮＺＡＭ　上場投信　東証ＲＥＩＴ指数,1595.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
1397,ＳＭＤＡＭ　日経２２５上場投信,1397.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
1326,ＳＰＤＲゴールド・シェア,1326.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
2556,Ｏｎｅ　ＥＴＦ　東証ＲＥＩＴ指数,2556.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
1478,ｉシェアーズ　ＭＳＣＩ　ジャパン高配当利回り　ＥＴＦ,1478.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
2512,ＮＥＸＴ　ＦＵＮＤＳ　外国債券・ＦＴＳＥ世界国債インデックス（除く日本・為替ヘッジあり）連動型上場投信,2512.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
1655,ｉシェアーズ　Ｓ＆Ｐ　５００　米国株　ＥＴＦ,1655.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
1398,ＳＭＤＡＭ　東証ＲＥＩＴ指数上場投信,1398.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
2621,ｉシェアーズ　米国債２０年超　ＥＴＦ（為替ヘッジあり）,2621.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
1482,ｉシェアーズ・コア　米国債７－１０年　ＥＴＦ（為替ヘッジあり）,1482.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
2641,グローバルＸ　グローバルリーダーズ－日本株式　ＥＴＦ,2641.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
2525,ＮＺＡＭ　上場投信　日経２２５,2525.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
1357,ＮＥＸＴ　ＦＵＮＤＳ　日経平均ダブルインバース・インデックス連動型上場投信,1357.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
2244,グローバルＸ　ＵＳ　テック・トップ２０　ＥＴＦ,2244.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
2558,ＭＡＸＩＳ米国株式（Ｓ＆Ｐ５００）上場投信,2558.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
1651,ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸ高配当４０指数,1651.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
2250,ｉシェアーズ　ＭＳＣＩ　ジャパン気候変動アクション　ＥＴＦ,2250.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
2625,ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸ（年４回決算型）,2625.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
2559,ＭＡＸＩＳ全世界株式（オール・カントリー）上場投信,2559.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
1545,ＮＥＸＴ　ＦＵＮＤＳ　ＮＡＳＤＡＱ－１００（為替ヘッジなし）連動型上場投信,1545.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
2557,ＳＭＤＡＭ　トピックス上場投信,2557.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
1479,ｉＦｒｅｅＥＴＦ　ＭＳＣＩ日本株人材設備投資指数,1479.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
2563,ｉシェアーズ　Ｓ＆Ｐ　５００　米国株　ＥＴＦ（為替ヘッジあり）,2563.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
314A,ｉシェアーズ　ゴールド　ＥＴＦ,314A.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
356A,グローバルＸ　Ｓ＆Ｐ５００　キャッシュフロー・トップ１００　ＥＴＦ,356A.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
1484,Ｏｎｅ　ＥＴＦ　ＪＰＸ／Ｓ＆Ｐ　設備・人材投資指数,1484.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
294A,ＮＥＸＴ　ＦＵＮＤＳ　ＭＳＣＩジャパン気候変動指数（セレクト）連動型上場投信,294A.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
1494,Ｏｎｅ　ＥＴＦ　高配当日本株,1494.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
2513,ＮＥＸＴ　ＦＵＮＤＳ　外国株式・ＭＳＣＩ－ＫＯＫＵＳＡＩ指数（為替ヘッジなし）連動型上場投信,2513.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
1328,ＮＥＸＴ　ＦＵＮＤＳ　金価格連動型上場投信,1328.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
2526,ＮＺＡＭ　上場投信　ＪＰＸ日経４００,2526.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
2555,東証ＲＥＩＴ　ＥＴＦ,2555.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
2517,ＭＡＸＩＳ　Ｊリート・コア上場投信,2517.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
2564,グローバルＸ　ＭＳＣＩスーパーディビィデンド－日本株式　ＥＴＦ,2564.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
1541,純プラチナ上場信託（現物国内保管型）,1541.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
1487,上場インデックスファンド米国債券（為替ヘッジあり）,1487.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
2624,ｉＦｒｅｅＥＴＦ　日経２２５（年４回決算型）,2624.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
1547,上場インデックスファンド米国株式（Ｓ＆Ｐ５００）,1547.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
1660,ＭＡＸＩＳ高利回りＪリート上場投信,1660.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
1678,ＮＥＸＴ　ＦＵＮＤＳ　インド株式指数・Ｎｉｆｔｙ　５０　連動型上場投信,1678.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
2511,ＮＥＸＴ　ＦＵＮＤＳ　外国債券・ＦＴＳＥ世界国債インデックス（除く日本・為替ヘッジなし）連動型上場投信,2511.T,TSE Prime,ETF,ETF・ETN,ETF・ETN
